avg_my_rating,total_pages,longest_book_title,longest_book_pages,top_authors
3.597560975609756,29278,"Quicksilver (Fae & Alchemy, #1)",624,"['Fiona  Davis', 'Kristyn J. Miller', 'Catherine Mack', 'Ali Hazelwood', 'Emma Lord']"
